Product_ID,Brand_Name,Product_Name,Category,Sub_Category,Shade/Variant,Price_INR,Launch_Year,Average_Rating,Total_Units_Sold,Total_Revenue_INR,Num_Customers,Avg_Customer_Age,Female_%,Top_City,Top_Campaign,Campaign_Start,Campaign_End,Campaign_Channel,Campaign_Spend_INR,Campaign_Discount_%,Conversion_Rate_%,Brand_Popularity_Score
P0506,Lakmé,Lakmé Lip Crayon Artist X,Lips,Lip Crayon,Champagne 6,1499,2023,4.25,1783,2672717,710,27,75.8,Pune,Festive Sale,26-11-2023,17-12-2023,Retail (Nykaa),480916,0,5.16,76.68
P0507,Lakmé,Lakmé Lipstick Prime HD,Lips,Lipstick,Peach 9,1999,2021,4.54,2132,4261868,1343,28,69.2,Pune,Launch Promo,29-03-2025,19-04-2025,E-commerce,1889846,0,2.49,80.14
P0508,Kay Beauty,Kay Beauty Kajal Shine +,Eyes,Kajal,Coral 9,599,2018,4.04,2168,1298632,772,30,83.2,Lucknow,Launch Promo,09-09-2025,24-10-2025,Retail (Nykaa),5293198,30,0.94,69.77
P0509,Nykaa Cosmetics,Nykaa Cosmetics Mascara Artist +,Eyes,Mascara,Berry 18,199,2022,4.1,1727,343673,1045,36,80.9,Delhi,Influencer Push,18-08-2024,01-09-2024,E-commerce,5164620,0,4.06,70.26
P0510,Sugar Cosmetics,Sugar Cosmetics Blush Shine Air,Face,Blush,Peach 18,399,2020,4.41,1815,724185,540,35,77.7,Bengaluru,Influencer Push,16-06-2024,30-06-2024,E-commerce,4889963,20,1.1,79.23
P0511,Nykaa Cosmetics,Nykaa Cosmetics Foundation Pro X,Face,Foundation,Coral 15,599,2025,4.1,1386,830214,498,28,73.4,Pune,Festive Sale,22-05-2024,29-05-2024,Retail (Nykaa),4012623,30,1.27,73.59
P0512,Mamaearth,Mamaearth Lipstick Matte Luxe,Lips,Lipstick,Champagne 5,1299,2024,4.03,1758,2283642,631,33,66.8,Hyderabad,Festive Sale,11-06-2025,11-07-2025,Retail (Store),1554236,5,3.12,73.92
P0513,Forest Essentials,Forest Essentials Contour Glow HD,Face,Contour,Ruby 4,299,2019,4.19,1797,537303,680,25,66.6,Pune,Influencer Push,04-11-2023,25-11-2023,E-commerce,4447037,25,2.06,78.15
P0514,Mamaearth,Mamaearth Lip Gloss Artist +,Lips,Lip Gloss,Mauve 18,1699,2023,4.25,1882,3197518,679,25,62.9,Kolkata,Launch Promo,01-12-2023,08-12-2023,Marketplace,425219,30,4.78,79.7
P0515,Mamaearth,Mamaearth Contour Prime Luxe,Face,Contour,Coral 13,799,2022,4.13,1607,1283993,551,32,74.4,Kolkata,Nykaa Exclusive,01-09-2024,16-10-2024,Retail (Nykaa),5232029,10,2.1,78.85
P0516,Nykaa Cosmetics,Nykaa Cosmetics Lipstick Pro +,Lips,Lipstick,Rose 20,849,2020,4.41,2084,1769316,709,26,68.9,Chennai,Festive Sale,04-12-2024,11-12-2024,Retail (Nykaa),1926240,5,1.27,78.91
P0517,Nykaa Cosmetics,Nykaa Cosmetics Mascara Glow HD,Eyes,Mascara,Mauve 5,1499,2019,4.43,1995,2990505,856,27,85.7,Pune,Bogo Offer,31-10-2023,14-11-2023,E-commerce,742000,0,4.24,82.88
P0518,Mamaearth,Mamaearth Lipstick Artist Luxe,Lips,Lipstick,Mauve 17,1699,2018,4.08,2336,3968864,811,24,64.9,Bengaluru,Bogo Offer,31-03-2023,14-04-2023,Retail (Store),5087767,30,1.75,75.91
P0519,Sugar Cosmetics,Sugar Cosmetics Lip Balm Artist Luxe,Lips,Lip Balm,Berry 7,849,2021,4.39,1977,1678473,684,19,85,Ahmedabad,Bogo Offer,04-11-2023,19-12-2023,Retail (Nykaa),4943907,30,5.67,76.9
P0520,Forest Essentials,Forest Essentials Eyeliner Pro Air,Eyes,Eyeliner,Mauve 17,2999,2022,4.15,1830,5488170,574,18,60.8,Pune,Bogo Offer,01-04-2024,01-05-2024,E-commerce,125452,15,1.15,71.96
P0521,Forest Essentials,Forest Essentials Eyeshadow Shine X,Eyes,Eyeshadow,Scarlet 4,699,2019,4.39,2011,1405689,1211,27,67.3,Jaipur,Nykaa Exclusive,17-06-2023,24-06-2023,E-commerce,5075220,15,5.36,78.27
P0522,Kay Beauty,Kay Beauty Lipstick Glow Air,Lips,Lipstick,Mauve 2,1699,2020,4.46,2179,3702121,699,28,80,Mumbai,Nykaa Exclusive,17-09-2024,24-09-2024,E-commerce,4190293,15,6.22,75.41
P0523,Sugar Cosmetics,Sugar Cosmetics Lip Crayon Artist +,Lips,Lip Crayon,Scarlet 2,699,2024,4.73,1678,1172922,484,26,84.3,Delhi,Festive Sale,14-04-2025,28-04-2025,Retail (Store),2649692,10,4.15,80.39
P0524,Sugar Cosmetics,Sugar Cosmetics Kajal Glow HD,Eyes,Kajal,Rose 18,1199,2021,4.39,1835,2200165,787,32,65.7,Chennai,Launch Promo,29-11-2025,13-12-2025,Retail (Nykaa),3038585,5,2.01,78.92
P0525,Sugar Cosmetics,Sugar Cosmetics Lip Crayon Pro Air,Lips,Lip Crayon,Peach 10,1699,2023,4.62,1822,3095578,565,31,70.4,Bengaluru,Launch Promo,25-11-2025,09-12-2025,Retail (Nykaa),2177379,5,7.78,81.17
P0526,Nykaa Cosmetics,Nykaa Cosmetics Lipstick Glow Air,Lips,Lipstick,Mauve 1,1999,2024,4.54,1776,3550224,900,34,72.7,Ahmedabad,Influencer Push,04-06-2025,25-06-2025,Retail (Nykaa),3075651,30,3.1,79.58
P0527,Sugar Cosmetics,Sugar Cosmetics Lip Crayon Shine HD,Lips,Lip Crayon,Peach 2,399,2020,4.41,2205,879795,1403,26,84.1,Kolkata,Launch Promo,06-10-2024,20-10-2024,Marketplace,3722299,0,3.62,79.77
P0528,Kay Beauty,Kay Beauty Foundation Artist X,Face,Foundation,Ruby 7,699,2018,4.32,1963,1372137,913,35,85.2,Kolkata,Festive Sale,11-03-2025,01-04-2025,E-commerce,4600086,15,2.82,79.07
P0529,Mamaearth,Mamaearth Foundation Artist +,Face,Foundation,Spice 7,2499,2023,4.22,1499,3746001,480,21,76.6,Ahmedabad,Seasonal Drop,18-09-2024,02-11-2024,E-commerce,474388,20,4.1,77.33
P0530,Forest Essentials,Forest Essentials Mascara Artist X,Eyes,Mascara,Spice 17,1499,2020,4.9,1942,2911058,1065,33,69.5,Jaipur,Bogo Offer,25-10-2025,24-11-2025,Marketplace,4810871,25,9.05,83.93
P0531,Sugar Cosmetics,Sugar Cosmetics Lip Gloss Glow HD,Lips,Lip Gloss,Nude 9,999,2021,4.8,1966,1964034,1191,27,62.2,Delhi,Seasonal Drop,08-03-2023,15-03-2023,Retail (Nykaa),1883342,0,5.49,88.17
P0532,Kay Beauty,Kay Beauty Lip Balm Artist X,Lips,Lip Balm,Berry 14,1699,2024,3.93,1680,2854320,523,27,89.1,Pune,Launch Promo,12-04-2025,27-05-2025,Retail (Nykaa),4087849,15,1.53,71.92
P0533,Mamaearth,Mamaearth Blush Pro Luxe,Face,Blush,Rose 15,999,2021,4.21,1592,1590408,516,36,79.5,Chennai,Festive Sale,05-07-2025,04-08-2025,E-commerce,520944,25,4.59,78.33
P0534,Sugar Cosmetics,Sugar Cosmetics Lip Crayon Matte Luxe,Lips,Lip Crayon,Spice 7,1299,2023,4.34,1885,2448615,1133,27,72.3,Lucknow,Festive Sale,04-05-2024,25-05-2024,Marketplace,3681155,10,3.16,78.32
P0535,Nykaa Cosmetics,Nykaa Cosmetics Lip Crayon Artist HD,Lips,Lip Crayon,Spice 12,249,2024,4.1,1771,440979,563,18,86.4,Ahmedabad,Seasonal Drop,04-02-2024,20-03-2024,E-commerce,1042496,0,4.68,76.61
P0536,Lakmé,Lakmé Lip Liner Artist HD,Lips,Lip Liner,Scarlet 18,199,2025,4.28,1708,339892,781,35,64.5,Kolkata,Bogo Offer,09-09-2025,30-09-2025,Marketplace,4337098,0,4.1,77.87
P0537,Sugar Cosmetics,Sugar Cosmetics Foundation Matte X,Face,Foundation,Coral 11,199,2020,4.45,1755,349245,711,28,83.7,Hyderabad,Festive Sale,27-11-2023,04-12-2023,E-commerce,1869688,0,3.89,81.46
P0538,Kay Beauty,Kay Beauty Lip Crayon Shine Air,Lips,Lip Crayon,Nude 4,2999,2019,4.21,2356,7065644,729,32,60.4,Pune,Launch Promo,03-02-2024,17-02-2024,Retail (Nykaa),1240494,20,2.86,81.95
P0539,Nykaa Cosmetics,Nykaa Cosmetics Kajal Prime HD,Eyes,Kajal,Rose 10,1299,2019,4.63,2078,2699322,1028,19,76.1,Chennai,Launch Promo,11-11-2023,25-11-2023,Retail (Nykaa),1153549,0,5.05,81.33
P0540,Nykaa Cosmetics,Nykaa Cosmetics Eyeliner Matte Luxe,Eyes,Eyeliner,Coral 17,2499,2019,4.39,2050,5122950,917,27,64.5,Hyderabad,Nykaa Exclusive,21-10-2023,28-10-2023,E-commerce,3165628,15,5.74,81.03
P0541,Lakmé,Lakmé Lip Balm Prime X,Lips,Lip Balm,Berry 16,1999,2021,4.05,2004,4005996,734,25,87.4,Delhi,Launch Promo,12-09-2025,12-10-2025,Retail (Nykaa),5391040,20,1.8,75.65
P0542,Mamaearth,Mamaearth Mascara Glow Luxe,Eyes,Mascara,Berry 1,1999,2023,4.4,1758,3514242,630,26,77.8,Bengaluru,Influencer Push,28-03-2023,04-04-2023,E-commerce,1133076,25,4.76,84.04
P0543,Mamaearth,Mamaearth Lipstick Glow +,Lips,Lipstick,Scarlet 18,2499,2018,4.19,2355,5885145,740,27,77.5,Bengaluru,Influencer Push,12-03-2025,26-03-2025,E-commerce,528328,30,3.75,81.88
P0544,Nykaa Cosmetics,Nykaa Cosmetics Blush Shine +,Face,Blush,Spice 16,1999,2021,4.36,1639,3276361,710,20,68.9,Bengaluru,Nykaa Exclusive,19-03-2023,03-05-2023,E-commerce,4724810,15,5.76,76.65
P0545,Forest Essentials,Forest Essentials Highlighter Glow Air,Face,Highlighter,Berry 13,1299,2018,4.17,1938,2517462,911,25,64.5,Kolkata,Bogo Offer,21-05-2025,05-07-2025,E-commerce,612549,0,2.62,75.16
P0546,Forest Essentials,Forest Essentials Lip Balm Matte Luxe,Lips,Lip Balm,Champagne 19,1999,2020,4.23,2165,4327835,705,33,71.5,Hyderabad,Launch Promo,22-01-2024,12-02-2024,E-commerce,4309371,20,1.03,75.19
P0547,Mamaearth,Mamaearth Lipstick Glow X,Lips,Lipstick,Ruby 8,849,2021,4.34,1963,1666587,1174,23,71.4,Ahmedabad,Seasonal Drop,31-08-2023,15-10-2023,E-commerce,4156715,30,4.71,80
P0548,Forest Essentials,Forest Essentials Lip Gloss Prime +,Lips,Lip Gloss,Champagne 7,2499,2021,4.51,2090,5222910,746,40,71.6,Mumbai,Launch Promo,26-09-2025,17-10-2025,Retail (Nykaa),4847092,25,6.57,78.59
P0549,Sugar Cosmetics,Sugar Cosmetics Lipstick Matte +,Lips,Lipstick,Rose 8,199,2019,4.4,2283,454317,675,22,66.1,Bengaluru,Seasonal Drop,28-12-2025,04-01-2026,E-commerce,1686526,5,4.1,78.79
P0550,Forest Essentials,Forest Essentials Lipstick Shine Air,Lips,Lipstick,Champagne 9,999,2025,4.23,1620,1618380,1009,31,62.6,Delhi,Festive Sale,06-05-2024,13-05-2024,E-commerce,399502,30,4.85,73.7
P0551,Nykaa Cosmetics,Nykaa Cosmetics Contour Prime Luxe,Face,Contour,Coral 19,299,2022,4.6,1585,473915,499,34,82.8,Bengaluru,Launch Promo,20-11-2025,04-01-2026,Retail (Nykaa),3007230,10,6.88,86.28
P0552,Mamaearth,Mamaearth Contour Prime Air,Face,Contour,Nude 16,1999,2021,4.53,1634,3266366,488,22,80.5,Hyderabad,Nykaa Exclusive,28-09-2025,28-10-2025,Social Commerce,3929647,15,1.95,82.89
P0553,Nykaa Cosmetics,Nykaa Cosmetics Lip Liner Glow HD,Lips,Lip Liner,Champagne 16,1199,2023,4.47,1843,2209757,677,32,72.2,Bengaluru,Festive Sale,26-07-2023,09-09-2023,E-commerce,678308,0,5.46,80.1
P0554,Kay Beauty,Kay Beauty Brow Pencil Matte Luxe,Eyes,Brow Pencil,Champagne 3,299,2019,4.33,1993,595907,1029,33,80.5,Lucknow,Festive Sale,19-08-2025,03-10-2025,Marketplace,4217514,20,3.95,72.73
P0555,Forest Essentials,Forest Essentials Foundation Pro +,Face,Foundation,Ruby 8,1699,2020,4.41,1798,3054802,582,30,80.1,Pune,Bogo Offer,27-01-2024,10-02-2024,E-commerce,922472,15,3.31,84.05
P0556,Sugar Cosmetics,Sugar Cosmetics Kajal Pro +,Eyes,Kajal,Scarlet 17,299,2019,4.45,2020,603980,863,27,80.4,Ahmedabad,Influencer Push,08-12-2024,22-01-2025,Retail (Nykaa),4496968,0,6.8,85.57
P0557,Sugar Cosmetics,Sugar Cosmetics Mascara Artist Air,Eyes,Mascara,Rose 6,499,2021,4.45,1827,911673,812,24,67.3,Hyderabad,Launch Promo,15-11-2024,30-12-2024,Retail (Store),947078,15,6.28,80.35
P0558,Forest Essentials,Forest Essentials Lip Gloss Matte X,Lips,Lip Gloss,Peach 3,399,2019,4.05,2187,872613,801,24,85.6,Lucknow,Seasonal Drop,28-11-2024,12-12-2024,Retail (Store),3407300,0,4.29,72.1
P0559,Sugar Cosmetics,Sugar Cosmetics Lip Liner Matte HD,Lips,Lip Liner,Nude 14,999,2020,4.35,2281,2278719,928,35,76.1,Hyderabad,Nykaa Exclusive,23-04-2023,14-05-2023,E-commerce,1937624,15,2.43,80.52
P0560,Lakmé,Lakmé Lip Balm Shine +,Lips,Lip Balm,Nude 8,799,2021,4.1,1991,1590809,703,31,71.1,Mumbai,Influencer Push,14-10-2023,28-11-2023,Retail (Nykaa),3634087,15,1.49,76.56
P0561,Nykaa Cosmetics,Nykaa Cosmetics Kajal Matte X,Eyes,Kajal,Coral 17,999,2019,4.15,1959,1957041,843,30,81.5,Hyderabad,Nykaa Exclusive,12-05-2024,11-06-2024,Retail (Nykaa),4908501,25,0.73,75.21
P0562,Lakmé,Lakmé Blush Shine X,Face,Blush,Ruby 10,799,2024,4.44,1436,1147364,411,15,78.4,Mumbai,Bogo Offer,16-05-2024,30-06-2024,E-commerce,4797525,10,3.04,79.87
P0563,Sugar Cosmetics,Sugar Cosmetics Lip Crayon Matte X,Lips,Lip Crayon,Champagne 14,499,2018,4.17,2303,1149197,1498,23,82.7,Delhi,Launch Promo,20-02-2023,06-04-2023,Retail (Nykaa),3326293,0,3.43,75.2
P0564,Lakmé,Lakmé Lipstick Prime Luxe,Lips,Lipstick,Spice 9,1999,2018,3.84,2284,4565716,1156,36,78.7,Delhi,Launch Promo,22-05-2025,06-07-2025,Social Commerce,1919338,30,2.42,70.33
P0565,Kay Beauty,Kay Beauty Eyeliner Glow X,Eyes,Eyeliner,Coral 19,799,2024,4.25,1652,1319948,778,24,83.4,Chennai,Seasonal Drop,03-11-2025,24-11-2025,Marketplace,4774689,0,0.93,77.31
P0566,Kay Beauty,Kay Beauty Compact Glow Luxe,Face,Compact,Berry 10,2499,2023,4.37,1539,3845961,481,25,69.6,Jaipur,Seasonal Drop,22-12-2025,21-01-2026,Marketplace,3070490,25,6.16,78.72
P0567,Mamaearth,Mamaearth Eyeshadow Artist HD,Eyes,Eyeshadow,Coral 2,199,2022,4.26,1742,346658,862,19,82.6,Bengaluru,Festive Sale,22-11-2025,22-12-2025,E-commerce,3435974,30,4.96,83.27
P0568,Kay Beauty,Kay Beauty Mascara Artist Air,Eyes,Mascara,Mauve 8,299,2022,4.06,1739,519961,553,32,68.6,Delhi,Launch Promo,18-04-2024,02-06-2024,Retail (Nykaa),3274243,15,4.22,72.63
P0569,Forest Essentials,Forest Essentials Lipstick Pro +,Lips,Lipstick,Coral 4,1999,2023,4.55,1948,3894052,1059,30,74.5,Pune,Bogo Offer,01-02-2025,22-02-2025,E-commerce,3967157,15,2.78,83.05
P0570,Forest Essentials,Forest Essentials Foundation Shine Air,Face,Foundation,Nude 13,399,2021,4.38,1719,685881,764,34,60.5,Jaipur,Bogo Offer,18-03-2023,25-03-2023,E-commerce,2889639,0,3.32,80.09
P0571,Lakmé,Lakmé Kajal Artist Luxe,Eyes,Kajal,Mauve 8,299,2024,4.41,1656,495144,744,23,65.1,Ahmedabad,Influencer Push,24-10-2024,08-12-2024,Retail (Nykaa),1014016,15,3.27,77.42
P0572,Nykaa Cosmetics,Nykaa Cosmetics Compact Pro X,Face,Compact,Ruby 15,299,2018,4.24,1876,560924,1009,28,77.8,Chennai,Festive Sale,02-11-2025,16-11-2025,Retail (Nykaa),2539646,10,4.87,74.07
P0573,Mamaearth,Mamaearth Lip Balm Glow HD,Lips,Lip Balm,Scarlet 13,499,2021,4.28,2046,1020954,1037,27,88.1,Lucknow,Seasonal Drop,16-01-2025,06-02-2025,E-commerce,492643,15,3.63,71.77
P0574,Forest Essentials,Forest Essentials Lip Balm Pro Luxe,Lips,Lip Balm,Spice 1,699,2021,4.33,2134,1491666,670,28,80.3,Delhi,Launch Promo,26-10-2025,09-11-2025,Retail (Nykaa),1766911,20,5.32,79.06
P0575,Kay Beauty,Kay Beauty Brow Pencil Prime +,Eyes,Brow Pencil,Coral 10,849,2021,4.18,1891,1605459,926,20,61.4,Hyderabad,Festive Sale,25-06-2024,02-07-2024,E-commerce,2399462,15,1.95,80.92
P0576,Kay Beauty,Kay Beauty Lip Crayon Artist X,Lips,Lip Crayon,Coral 8,499,2022,4.12,1921,958579,721,36,73.2,Bengaluru,Festive Sale,16-03-2025,15-04-2025,Social Commerce,349589,30,1.2,75.34
P0577,Kay Beauty,Kay Beauty Highlighter Glow +,Face,Highlighter,Champagne 4,599,2025,4.18,1312,785888,448,23,69.5,Chennai,Influencer Push,07-03-2025,28-03-2025,E-commerce,1939989,10,4.32,77.69
P0578,Forest Essentials,Forest Essentials Eyeshadow Pro +,Eyes,Eyeshadow,Coral 19,799,2023,4.52,1696,1355104,604,26,85.1,Bengaluru,Festive Sale,04-04-2025,11-04-2025,E-commerce,2837644,25,4.88,83.7
P0579,Mamaearth,Mamaearth Compact Shine HD,Face,Compact,Berry 16,399,2020,4.26,1694,675906,571,23,80.5,Bengaluru,Nykaa Exclusive,30-12-2024,13-02-2025,E-commerce,1883952,15,1.99,80.6
P0580,Forest Essentials,Forest Essentials Lip Gloss Pro X,Lips,Lip Gloss,Mauve 13,2499,2020,4.42,2127,5315373,671,27,80.4,Chennai,Nykaa Exclusive,08-11-2025,22-11-2025,E-commerce,2431562,15,6.14,79.85
P0581,Forest Essentials,Forest Essentials Contour Matte X,Face,Contour,Champagne 20,499,2025,4.2,1323,660177,598,31,71.2,Bengaluru,Bogo Offer,13-11-2025,28-12-2025,Retail (Store),112776,15,3.47,80.52
P0582,Kay Beauty,Kay Beauty Mascara Pro X,Eyes,Mascara,Scarlet 2,599,2022,4.35,1806,1081794,991,25,73.4,Bengaluru,Influencer Push,19-03-2024,02-04-2024,Retail (Nykaa),1008711,0,2.64,83.92
P0583,Mamaearth,Mamaearth Eyeliner Shine Luxe,Eyes,Eyeliner,Nude 9,999,2023,4.65,1668,1666332,613,24,80.6,Hyderabad,Influencer Push,08-04-2023,15-04-2023,Social Commerce,1042326,25,1.93,80.94
P0584,Sugar Cosmetics,Sugar Cosmetics Foundation Glow Air,Face,Foundation,Peach 2,399,2023,4.28,1498,597702,838,31,76.8,Delhi,Bogo Offer,05-07-2025,19-08-2025,E-commerce,4995793,5,4.75,74.53
P0585,Mamaearth,Mamaearth Contour Glow +,Face,Contour,Mauve 5,599,2018,4.46,1967,1178233,634,34,79.4,Mumbai,Influencer Push,27-02-2024,19-03-2024,E-commerce,2463930,25,1.04,79.41
P0586,Mamaearth,Mamaearth Lipstick Prime +,Lips,Lipstick,Berry 2,1699,2021,4.02,2027,3443873,1077,28,65.8,Jaipur,Nykaa Exclusive,06-10-2025,27-10-2025,Retail (Store),5355058,15,3.13,77.37
P0587,Mamaearth,Mamaearth Kajal Artist Air,Eyes,Kajal,Coral 9,699,2023,4.46,1611,1126089,552,27,66.8,Kolkata,Nykaa Exclusive,20-11-2023,04-12-2023,Retail (Nykaa),3502197,30,5.07,77.37
P0588,Nykaa Cosmetics,Nykaa Cosmetics Contour Matte Air,Face,Contour,Scarlet 2,799,2024,4.15,1403,1120997,604,25,85.7,Chennai,Influencer Push,29-07-2024,28-08-2024,E-commerce,5055775,10,1.26,74.39
P0589,Lakmé,Lakmé Contour Pro +,Face,Contour,Peach 7,599,2024,4.47,1439,861961,447,22,63,Bengaluru,Launch Promo,23-03-2023,30-03-2023,E-commerce,4115043,10,2.09,79.43
P0590,Lakmé,Lakmé Lip Balm Artist Air,Lips,Lip Balm,Mauve 12,1199,2023,4.35,1961,2351239,977,27,81.6,Kolkata,Nykaa Exclusive,09-08-2024,08-09-2024,Retail (Store),1707655,10,6.13,81.07
P0591,Nykaa Cosmetics,Nykaa Cosmetics Lip Gloss Matte +,Lips,Lip Gloss,Coral 2,199,2021,4.38,2061,410139,1276,24,79.2,Chennai,Launch Promo,03-12-2024,10-12-2024,E-commerce,2109195,20,2.15,84.37
P0592,Forest Essentials,Forest Essentials Compact Shine Luxe,Face,Compact,Rose 20,799,2021,3.78,1671,1335129,523,22,72.2,Hyderabad,Influencer Push,31-07-2025,07-08-2025,E-commerce,867811,20,2.03,77
P0593,Nykaa Cosmetics,Nykaa Cosmetics Mascara Glow +,Eyes,Mascara,Peach 11,1499,2021,4.5,1879,2816621,639,38,79.3,Chennai,Seasonal Drop,16-04-2024,16-05-2024,E-commerce,4728006,5,4.65,87.79
P0594,Nykaa Cosmetics,Nykaa Cosmetics Lip Crayon Glow X,Lips,Lip Crayon,Spice 13,399,2022,4.74,1942,774858,813,30,85.8,Delhi,Launch Promo,09-02-2025,16-02-2025,Retail (Store),3302921,0,5.81,84.12
P0595,Mamaearth,Mamaearth Mascara Prime HD,Eyes,Mascara,Rose 2,699,2022,4.16,1779,1243521,854,30,83.8,Hyderabad,Influencer Push,26-08-2023,09-09-2023,Retail (Nykaa),2681890,25,2.21,80.36
P0596,Sugar Cosmetics,Sugar Cosmetics Foundation Glow HD,Face,Foundation,Spice 8,249,2022,4.15,1630,405870,904,26,65.7,Delhi,Nykaa Exclusive,09-06-2025,09-07-2025,E-commerce,545775,10,3.99,76.65
P0597,Forest Essentials,Forest Essentials Lip Liner Shine Air,Lips,Lip Liner,Champagne 14,299,2020,4.24,2074,620126,1153,22,79.7,Jaipur,Bogo Offer,20-09-2023,04-10-2023,E-commerce,2532698,25,1.39,80.07
P0598,Lakmé,Lakmé Lipstick Glow +,Lips,Lipstick,Mauve 18,199,2019,3.85,2241,445959,734,20,85.8,Hyderabad,Seasonal Drop,15-05-2023,29-06-2023,Retail (Nykaa),4580389,20,2.74,69.53
P0599,Sugar Cosmetics,Sugar Cosmetics Lip Balm Pro Luxe,Lips,Lip Balm,Nude 17,249,2024,4.13,1721,428529,730,23,84.6,Jaipur,Nykaa Exclusive,15-06-2025,30-07-2025,Retail (Nykaa),1355519,5,3.38,77.07
P0600,Nykaa Cosmetics,Nykaa Cosmetics Lip Liner Matte +,Lips,Lip Liner,Coral 2,299,2024,4.38,1761,526539,536,24,75.8,Delhi,Nykaa Exclusive,25-12-2025,15-01-2026,E-commerce,3046016,5,2.32,74.13
P0601,Lakmé,Lakmé Lip Gloss Artist Luxe,Lips,Lip Gloss,Champagne 4,2499,2021,3.94,2043,5105457,1301,30,74.1,Bengaluru,Launch Promo,27-12-2024,26-01-2025,Retail (Nykaa),3662996,10,0.9,73.93
P0602,Kay Beauty,Kay Beauty Lip Liner Glow X,Lips,Lip Liner,Coral 7,699,2019,4.2,2278,1592322,889,29,62.9,Bengaluru,Launch Promo,04-07-2025,11-07-2025,E-commerce,2908208,15,4.53,77.42
P0603,Forest Essentials,Forest Essentials Lip Gloss Glow Air,Lips,Lip Gloss,Peach 12,1499,2023,4.56,1912,2866088,1170,21,75.5,Bengaluru,Seasonal Drop,13-08-2025,03-09-2025,Retail (Nykaa),3439764,0,2.67,83.02
P0604,Mamaearth,Mamaearth Lip Liner Artist +,Lips,Lip Liner,Rose 16,399,2022,4.45,1974,787626,1130,31,78.6,Ahmedabad,Influencer Push,20-08-2023,10-09-2023,Marketplace,294294,25,2.3,78.96
P0605,Mamaearth,Mamaearth Brow Pencil Matte X,Eyes,Brow Pencil,Nude 9,499,2023,4.02,1762,879238,1031,20,70.3,Pune,Bogo Offer,11-10-2024,25-11-2024,E-commerce,287404,25,2.79,76.4
P0606,Lakmé,Lakmé Compact Glow HD,Face,Compact,Champagne 4,2499,2024,4.23,1463,3656037,430,34,82.3,Mumbai,Festive Sale,07-01-2024,14-01-2024,Social Commerce,3615090,0,1.31,72.93
P0607,Forest Essentials,Forest Essentials Lipstick Glow Air,Lips,Lipstick,Champagne 10,1199,2022,4.49,1986,2381214,1040,32,76.4,Jaipur,Influencer Push,21-08-2023,11-09-2023,E-commerce,3220770,5,1.01,80.64
P0608,Forest Essentials,Forest Essentials Lip Gloss Pro HD,Lips,Lip Gloss,Scarlet 15,799,2019,4.26,2157,1723443,802,25,85.9,Hyderabad,Bogo Offer,10-01-2023,09-02-2023,Marketplace,2871458,5,3.76,74.67
P0609,Lakmé,Lakmé Lip Balm Pro Luxe,Lips,Lip Balm,Nude 18,1499,2024,4.51,1716,2572284,506,24,60.6,Lucknow,Seasonal Drop,05-03-2024,19-04-2024,E-commerce,3061137,15,4.08,77.55
P0610,Mamaearth,Mamaearth Lipstick Prime HD,Lips,Lipstick,Peach 19,999,2020,4.31,2116,2113884,787,27,60.5,Hyderabad,Festive Sale,29-01-2023,12-02-2023,Retail (Nykaa),506802,0,2.58,79.04
P0611,Forest Essentials,Forest Essentials Lipstick Shine X,Lips,Lipstick,Peach 13,199,2022,4.43,1944,386856,840,25,89.5,Jaipur,Festive Sale,01-03-2023,15-04-2023,E-commerce,2961688,25,2.67,79.73
P0612,Kay Beauty,Kay Beauty Lip Balm Matte +,Lips,Lip Balm,Peach 18,2999,2022,3.97,1959,5875041,910,21,84,Lucknow,Seasonal Drop,24-08-2024,07-09-2024,E-commerce,3867338,15,0.92,74.3
P0613,Mamaearth,Mamaearth Eyeliner Pro +,Eyes,Eyeliner,Scarlet 16,799,2023,4.42,1743,1392657,586,36,68.7,Bengaluru,Nykaa Exclusive,25-01-2024,10-03-2024,E-commerce,3372814,0,2.66,71.99
P0614,Mamaearth,Mamaearth Highlighter Shine +,Face,Highlighter,Spice 2,199,2022,4.18,1577,313823,712,33,80.7,Mumbai,Bogo Offer,18-06-2025,25-06-2025,Retail (Nykaa),1589660,5,4.18,78.88
P0615,Forest Essentials,Forest Essentials Lip Liner Glow Luxe,Lips,Lip Liner,Coral 6,499,2021,4.87,2070,1032930,1161,28,64.7,Kolkata,Launch Promo,17-12-2025,24-12-2025,Retail (Store),1802101,25,8.05,90.78
P0616,Kay Beauty,Kay Beauty Lip Balm Prime HD,Lips,Lip Balm,Rose 18,2999,2021,4.61,2158,6471842,981,25,75.6,Ahmedabad,Launch Promo,14-12-2025,13-01-2026,Retail (Nykaa),5288560,10,4.17,82.21
P0617,Nykaa Cosmetics,Nykaa Cosmetics Eyeliner Shine Luxe,Eyes,Eyeliner,Rose 7,2999,2021,4.76,1781,5341219,651,26,67,Chennai,Launch Promo,20-05-2023,03-06-2023,E-commerce,1465785,5,4.24,81.78
P0618,Sugar Cosmetics,Sugar Cosmetics Lipstick Glow Air,Lips,Lipstick,Ruby 17,2999,2025,4.32,1667,4999333,617,33,81.1,Bengaluru,Bogo Offer,04-06-2023,19-07-2023,Social Commerce,4650171,30,5.8,81.78
